week,collected_date,environmental_location,microcystin,x16s,mcy_a_m,mcy_a_p,mcy_a_a,doc_ppm,tkp_mg_p_l,tkn_mg_n_l,cl_mg_cl_l,p_h,mcya_16s,category_d,category_d_ahead,ortho_p_mg_p_l,month(collected_date)
12,2018-08-08,Honey Creek Resort Beach,0.425,23700000,29200,0,0,5.613,0.704,0.062,7.742,8.88,0.00123206751054852,1,1,0.016125,8
10,2018-07-25,Honey Creek Resort Beach,0.415,11900000,30600,0,0,6.45,-0.013,0.179,9.907,8,0.00257142857142857,1,1,0.0247777777777778,7
5,2018-06-20,Honey Creek Resort Beach,0.39,7220000,5860,0,0,4.93,0.985,0.582,10.128,8.2,0.000811634349030471,1,1,0.0171666666666667,6
11,2018-08-01,Honey Creek Resort Beach,0.26,8340000,11900,0,0,5.78,0.125,0.188,2.776,8.85,0.00142685851318945,1,1,0.016125,8
3,2018-06-06,Honey Creek Resort Beach,0.255,1110000,2780,0,0,5.876,1.746,0.198,9.947,8.13,0.0025045045045045,1,1,0.0171666666666667,6
7,2018-07-03,Honey Creek Resort Beach,0.22,6370000,14000,0,0,5.328,1.075,0.509,9.008,8.38,0.0021978021978022,1,1,0.0247777777777778,7
4,2018-06-13,Honey Creek Resort Beach,0.207,2100,0,0,0,5.119,1.802,0.369,10.869,8.9,0,1,1,0.0171666666666667,6
8,2018-07-11,Honey Creek Resort Beach,0.047,7090000,7330,0,0,5.611,1.321,0.441,-2.433,8.14,0.00103385049365303,1,NA,0.0247777777777778,7
12,2018-08-08,Lacey-Keosauqua Beach,0.938,10600000,14000,0,0,6.783,0.776,-0.181,1.623,8.4,0.00132075471698113,1,1,0.043,8
15,2018-08-27,Lacey-Keosauqua Beach,0.93,5820000,0,0,0,9.133,1.086,-0.001,25.09,8.2,0,1,1,0.043,8
5,2018-06-20,Lacey-Keosauqua Beach,0.92,7300000,3230,0,0,6.541,0.996,0.384,2.64,8.8,0.000442465753424658,1,1,0.00233333333333333,6
14,2018-08-20,Lacey-Keosauqua Beach,0.675,0,0,0,0,7.656,1.015,0.156,4.062,8.3,0.00344931869647258,1,1,0.043,8
6,2018-06-27,Lacey-Keosauqua Beach,0.663,3540000,2350,0,0,6.232,1.129,0.34,2.478,7.8,0.000663841807909605,1,1,0.00233333333333333,6
9,2018-07-18,Lacey-Keosauqua Beach,0.498,7920000,0,0,0,6.5,0.933408679927667,0.125,2.229,8,0,1,1,0.0666666666666667,7
3,2018-06-06,Lacey-Keosauqua Beach,0.373,4520000,2910,0,0,7.602,1.796,0.189,5.56,8.04,0.000643805309734513,1,1,0.00233333333333333,6
10,2018-07-25,Lacey-Keosauqua Beach,0.355,6040000,0,0,0,7.854,-0.014,-0.002,2.701,9.03,0,1,1,0.0666666666666667,7
2,2018-05-30,Lacey-Keosauqua Beach,0.345,855000,0,0,0,10.58,1.292,0.432,2.436,8.34,0,1,1,0,5
8,2018-07-11,Lacey-Keosauqua Beach,0.315,7410000,0,0,0,7.697,1.24,0.461,-14.168,8.3,0,1,1,0.0666666666666667,7
1,2018-05-23,Lacey-Keosauqua Beach,0.297,369000,0,0,0,7.8,1.229,0.476,2.559,8.8,0,1,1,0,5
13,2018-08-15,Lacey-Keosauqua Beach,0.29,11900000,11100,0,0,6.6135,1.039,0.208,2.8,8.4,0.000932773109243697,1,1,0.043,8
4,2018-06-13,Lacey-Keosauqua Beach,0.157,0,0,0,0,6.713,1.64,0.294,2.473,7.71,0.000194456985674308,1,1,0.00233333333333333,6
11,2018-08-01,Lacey-Keosauqua Beach,0.138,17400000,22300,0,0,7.407,0.16,0.203,-2.15,8.4,0.0012816091954023,1,1,0.043,8
7,2018-07-03,Lacey-Keosauqua Beach,0.063,2990000,2050,0,0,6.987,1.129,0.574,18.012,8.1,0.00068561872909699,1,NA,0.0666666666666667,7
12,2018-08-08,Lake Ahquabi Beach,0.798,7660000,0,0,0,7.485,0.756,0.037,6.696,9.15,0,1,1,0.021,8
14,2018-08-22,Lake Ahquabi Beach,0.752,9690,0,0,0,29.78,1.165,0.097,12.764,7.9,0,1,1,0.021,8
6,2018-06-27,Lake Ahquabi Beach,0.72,1760000,310,0,0,6.377,1.225,0.408,10.092,8.2,0.000176136363636364,1,1,0.0046,6
10,2018-07-25,Lake Ahquabi Beach,0.692,5010000,0,0,0,27.98,0.094,-0.037,12.436,8.6,0,1,1,0.0582,7
15,2018-08-29,Lake Ahquabi Beach,0.52,7650000,0,0,0,25.2,1.043,-0.013,11.387,7.79,0,1,1,0.021,8
9,2018-07-18,Lake Ahquabi Beach,0.465,5390000,4900,0,0,6.881,0.877188065099457,0.172,10.308,8.7,0.000909090909090909,1,1,0.0582,7
13,2018-08-15,Lake Ahquabi Beach,0.317,6470000,0,0,0,24.8,1.055,0.169,11.042,8.62,0,1,1,0.021,8
5,2018-06-20,Lake Ahquabi Beach,0.305,1610000,749,0,0,6.869,1.071,0.376,10.269,8.5,0.000465217391304348,1,1,0.0046,6
4,2018-06-13,Lake Ahquabi Beach,0.303,0,0,0,0,6.495,1.518,0.477,10.571,9,0.000127879615407193,1,1,0.0046,6
7,2018-07-03,Lake Ahquabi Beach,0.275,1510000,805,0,0,7.652,1.062,0.514,9.147,8.72,0.000533112582781457,1,1,0.0582,7
3,2018-06-06,Lake Ahquabi Beach,0.252,2020000,771,0,0,6.83,1.794,0.277,11.588,8.3,0.000381683168316832,1,1,0.0046,6
2,2018-05-30,Lake Ahquabi Beach,0.248,813000,512,0,0,6.424,1.387,0.411,9.218,8.7,0.000629766297662977,1,1,0.001,5
1,2018-05-23,Lake Ahquabi Beach,0.213,519000,0,0,0,4.836,1.347,0.455,10.035,8.3,0,1,1,0.001,5
8,2018-07-11,Lake Ahquabi Beach,0.212,5580000,0,0,0,8.194,1.264,0.437,-0.834,8.01,0,1,1,0.0582,7
11,2018-08-01,Lake Ahquabi Beach,0.102,9520000,5540,0,0,23.43,0.11,0.169,1.971,9.06,0.000581932773109244,1,NA,0.021,8
11,2018-07-31,Lake Anita Beach,3.122,2950000,72000,25200,0,5.574,0.273,0.308,3.86,8.2,0.0244067796610169,1,1,0.0386,7
10,2018-07-24,Lake Anita Beach,2.852,1500000,26700,15400,0,5.914,0.006,0.194,15.35,8.31,0.0178,1,1,0.0386,7
12,2018-08-07,Lake Anita Beach,2.39,7650000,77300,82700,0,5.402,0.75,-0.181,7.828,8.4,0.0101045751633987,1,1,0.013875,8
7,2018-07-02,Lake Anita Beach,2.13,2620000,15300,49000,0,5.423,3.778,0.477,8.448,8.4,0.00583969465648855,1,1,0.0386,7
13,2018-08-14,Lake Anita Beach,1.305,5520000,32200,76900,0,5.407,1.106,0.269,10.408,9,0.00583333333333333,1,1,0.013875,8
6,2018-06-26,Lake Anita Beach,1.26,5540000,1150,0,0,4.413,1.261,0.374,19.205,8.9,0.000207581227436823,1,1,0.0092,6
9,2018-07-17,Lake Anita Beach,1.205,3600000,68600,22200,0,4.899,1.71349005424955,0.179,7.547,8.14,0.0190555555555556,1,1,0.0386,7
5,2018-06-19,Lake Anita Beach,0.84,1770000,5240,0,0,4.653,0.957,0.489,10.437,8.2,0.00296045197740113,1,1,0.0092,6
8,2018-07-10,Lake Anita Beach,0.68,2580000,33300,0,0,5.943,1.194,0.447,10.095,8.5,0.012906976744186,1,1,0.0386,7
2,2018-05-29,Lake Anita Beach,0.627,1490000,6300,0,0,5.712,1.249,0.388,14.105,8.3,0.00422818791946309,1,1,5e-04,5
15,2018-08-27,Lake Anita Beach,0.473,17400000,16800,18000,0,5.673,1.008,0.198,10.009,7.7,0.00096551724137931,1,1,0.013875,8
4,2018-06-12,Lake Anita Beach,0.455,1440000,3110,0,0,4.994,1.144,0.492,10.47,8.4,0.00215972222222222,1,1,0.0092,6
3,2018-06-05,Lake Anita Beach,0.343,1610000,2630,0,0,5.4,1.355,0.415,10.747,8.1,0.00163354037267081,1,1,0.0092,6
1,2018-05-22,Lake Anita Beach,0.343,654000,645,0,0,5.874,1.31,0.519,11.131,8.43666666666667,0.000986238532110092,1,1,5e-04,5
14,2018-08-20,Lake Anita Beach,0.34,13200000,14300,39400,0,5.747,1.064,0.16,10.614,8.03,0.00108333333333333,1,NA,0.013875,8
4,2018-06-13,Lake Darling Beach,5.195,2510000,47500,0,0,6.845,1.685,0.415,20.806,8.31,0.0189243027888446,1,1,0.0505,6
10,2018-07-25,Lake Darling Beach,5.142,33700000,247000,0,0,10.99,0.332,0.132,21.336,9.75,0.00732937685459941,1,1,0.117777777777778,7
2,2018-05-30,Lake Darling Beach,3.118,4540000,110000,0,0,8.579,1.364,0.509,19.477,8.85,0.0242290748898678,1,1,0.094,5
11,2018-08-01,Lake Darling Beach,2.37,25900000,81500,0,0,6.706,0.131,0.266,8.526,9.2,0.00314671814671815,1,1,0.209125,8
3,2018-06-06,Lake Darling Beach,1.651,8340000,115000,0,0,7.89,1.816,0.226,20.424,8.6,0.01378896882494,1,1,0.0505,6
1,2018-05-23,Lake Darling Beach,1.385,2100000,32300,0,0,8.256,1.16,0.474,20.408,8.6,0.0153809523809524,1,1,0.094,5
5,2018-06-20,Lake Darling Beach,1.24,1760000,24100,0,0,6.517,0.989,0.528,19.821,9,0.0136931818181818,1,1,0.0505,6
12,2018-08-08,Lake Darling Beach,0.947,29100000,32000,0,0,7.543,0.824,0.176,13.395,8.9,0.00109965635738832,1,1,0.209125,8
15,2018-08-27,Lake Darling Beach,0.715,6750000,0,0,0,9.129,1.145,-0.126,21.284,8.6,0,1,1,0.209125,8
6,2018-06-27,Lake Darling Beach,0.715,2390000,20700,0,0,6.129,1.408,0.419,19.285,8.5,0.00866108786610879,1,1,0.0505,6
9,2018-07-18,Lake Darling Beach,0.683,11200000,47400,0,0,8.128,0.880922,0.182,20.391,8.54,0.00423214285714286,1,1,0.117777777777778,7
14,2018-08-20,Lake Darling Beach,0.567,50700000,4820,0,0,9.291,1.0865,-0.1215,22.4605,7.4,9.5069033530572e-05,1,1,0.209125,8
13,2018-08-15,Lake Darling Beach,0.473,37800000,32800,0,0,7.612,1.15,0.174,21.529,9.2,0.000867724867724868,1,1,0.209125,8
8,2018-07-11,Lake Darling Beach,0.278,1810000,5030,0,0,9.023,1.17,0.4415,12.1485,9.3,0.00277900552486188,1,1,0.117777777777778,7
7,2018-07-03,Lake Darling Beach,0.245,1650000,4690,0,0,7.835,1.178,0.5005,18.667,9.2,0.00284242424242424,1,NA,0.117777777777778,7
12,2018-08-08,Lake Keomah Beach,1.77,11700000,66900,0,0,10.3,0.687,-0.135,13.011,9.6,0.00571794871794872,1,1,0.099,8
11,2018-08-01,Lake Keomah Beach,1.523,11100000,58700,0,0,6.87,0.163,0.25,8.029,9,0.00528828828828829,1,1,0.099,8
13,2018-08-15,Lake Keomah Beach,1.082,5400000,25800,0,0,10.71,1.143,0.199,20.8,9.9,0.00477777777777778,1,1,0.099,8
6,2018-06-27,Lake Keomah Beach,1.043,1560000,4920,0,0,5.542,1.197,0.436,19.376,9.1,0.00315384615384615,1,1,0.0025,6
15,2018-08-27,Lake Keomah Beach,0.9,7270000,0,0,0,9.395,1.141,0.031,20.874,8.9,0,1,1,0.099,8
14,2018-08-20,Lake Keomah Beach,0.855,1080000,5160,0,0,11.055,1.031,0.1445,22.2595,9,0.00477777777777778,1,1,0.099,8
10,2018-07-25,Lake Keomah Beach,0.805,4950000,21100,0,0,10.79,0.198,0.076,19.351,10.1,0.00426262626262626,1,1,0.0235555555555556,7
1,2018-05-23,Lake Keomah Beach,0.602,2010000,2560,0,0,6.336,1.188,0.53,20.218,8.8,0.00127363184079602,1,1,0.0015,5
5,2018-06-20,Lake Keomah Beach,0.582,5890000,21200,0,0,5.988,0.988,0.441,19.214,9.1,0.00359932088285229,1,1,0.0025,6
2,2018-05-30,Lake Keomah Beach,0.405,2660000,2800,0,0,7.387,1.393,0.423,19.618,9.11,0.00105263157894737,1,1,0.0015,5
4,2018-06-13,Lake Keomah Beach,0.347,3100000,3480,0,0,6.349,1.354,0.423,20.992,8.63,0.00112258064516129,1,1,0.0025,6
7,2018-07-03,Lake Keomah Beach,0.287,1190000,3730,0,0,7.525,1.103,0.478,2.157,9.1,0.00313445378151261,1,1,0.0235555555555556,7
8,2018-07-11,Lake Keomah Beach,0.282,4030000,6060,0,0,7.79,1.248,0.544,12.11,9.1,0.00150372208436725,1,1,0.0235555555555556,7
9,2018-07-18,Lake Keomah Beach,0.25,6780000,11800,0,0,7.764,0.872594936708861,0.146,19.73,8.47,0.00174041297935103,1,1,0.0235555555555556,7
3,2018-06-06,Lake Keomah Beach,0.042,14100000,23900,0,0,7.272,1.845,0.201,27.141,8.67,0.00169503546099291,1,NA,0.0025,6
4,2018-06-12,Lake Macbride Beach,13.64,5100000,206000,0,0,5.833,1.118,0.633,33.007,8.38,0.0403921568627451,3,1,0.00183333333333333,6
3,2018-06-05,Lake Macbride Beach,1.848,1350000,30100,0,0,6.075,1.334,0.317,34.062,8.76,0.0222962962962963,1,1,0.00183333333333333,6
5,2018-06-19,Lake Macbride Beach,1.297,0,0,0,0,4.754,1.007,0.367,32.391,9,0.00826929979697182,1,1,0.00183333333333333,6
6,2018-06-26,Lake Macbride Beach,0.768,6200000,15200,0,0,4.01,1.155,0.434,2.627,8.8,0.00245161290322581,1,1,0.00183333333333333,6
2,2018-05-29,Lake Macbride Beach,0.613,624000,7160,0,0,6.472,1.275,0.465,31.903,9.15,0.011474358974359,1,1,5e-04,5
10,2018-07-24,Lake Macbride Beach,0.61,2420000,0,0,0,5.115,0.02,0.133,33.843,8.03,0,1,1,0.0207777777777778,7
15,2018-08-28,Lake Macbride Beach,0.575,0,0,0,0,4.512,0.959,0.114,31.345,8.7,0.00117961933479011,1,1,0.0196666666666667,8
12,2018-08-07,Lake Macbride Beach,0.572,10200000,0,0,0,4.182,0.672,-0.205,23.776,8.8,0,1,1,0.0196666666666667,8
13,2018-08-14,Lake Macbride Beach,0.57,15800000,0,0,0,4.5195,1.094,0.27,30.833,8.4,0,1,1,0.0196666666666667,8
14,2018-08-21,Lake Macbride Beach,0.493,8580000,0,0,0,5.022,1.048,0.157,32.156,8.75,0,1,1,0.0196666666666667,8
1,2018-05-22,Lake Macbride Beach,0.4,219000,0,0,0,6.327,1.526,0.572,33.663,8.8,0,1,1,5e-04,5
9,2018-07-17,Lake Macbride Beach,0.243,1360000,0,0,0,4.038,1.47760397830018,0.127,26.129,7.05,0,1,1,0.0207777777777778,7
11,2018-07-31,Lake Macbride Beach,0.157,11200000,2420,0,0,4.0435,0.215,0.265,19.01,8.8,0.000216071428571429,1,1,0.0207777777777778,7
8,2018-07-10,Lake Macbride Beach,0,4600000,481,0,0,5.177,1.23,0.461,31.66,8.9,0.000104565217391304,1,1,0.0207777777777778,7
7,2018-07-02,Lake Macbride Beach,0,3630000,1470,0,0,4.618,1.093,0.537,30.536,8.8,0.00040495867768595,1,NA,0.0207777777777778,7
15,2018-08-28,Lake Manawa Beach,1.757,11300000,71300,0,0,4.581,1.055,0.135,28.526,8.77,0.00630973451327434,1,1,0.01825,8
14,2018-08-21,Lake Manawa Beach,1.34,14800000,64900,0,0,4.398,1.139,0.131,29.269,8.25,0.00438513513513513,1,1,0.01825,8
13,2018-08-14,Lake Manawa Beach,1.203,4590000,22900,0,0,4.123,1.228,0.23,29.574,8.76,0.00498910675381264,1,1,0.01825,8
10,2018-07-24,Lake Manawa Beach,0.995,16500000,16800,0,0,5.273,0.093,0.158,30.389,7.9,0.00101818181818182,1,1,0.0477555555555556,7
12,2018-08-07,Lake Manawa Beach,0.993,17400000,23900,0,0,4.156,0.763,-0.236,23.116,8.79,0.0013735632183908,1,1,0.01825,8
6,2018-06-26,Lake Manawa Beach,0.83,5570000,29100,0,0,3.202,1.114,0.205,27.543,8.2,0.00522441651705566,1,1,0.00316666666666667,6
11,2018-07-31,Lake Manawa Beach,0.6,9520000,10500,0,0,4.451,0.123,0.221,18.451,8.79,0.00110294117647059,1,1,0.0477555555555556,7
5,2018-06-19,Lake Manawa Beach,0.475,5830000,17300,0,0,3.387,1.01,0.531,28.133,7.7,0.00296740994854202,1,1,0.00316666666666667,6
4,2018-06-12,Lake Manawa Beach,0.438,5930000,19600,0,0,3.699,1.191,0.509,29.309,8.7,0.00330522765598651,1,1,0.00316666666666667,6
3,2018-06-05,Lake Manawa Beach,0.361,2660000,4390,0,0,4.078,1.275,0.35,31.434,7.3,0.00165037593984962,1,1,0.00316666666666667,6
9,2018-07-17,Lake Manawa Beach,0.353,7970000,8470,0,0,6.731,1.37194394213382,0.183,23.382,7.9,0.00106273525721455,1,1,0.0477555555555556,7
1,2018-05-22,Lake Manawa Beach,0.317,878000,994,0,0,5.831,1.267,0.615,29.93,8.2,0.00113211845102506,1,1,5e-04,5
2,2018-05-29,Lake Manawa Beach,0.233,1530000,2210,0,0,5.269,1.256,0.41,28.272,8.2,0.00144444444444444,1,1,5e-04,5
8,2018-07-10,Lake Manawa Beach,0.01,8010000,16800,0,0,4.514,1.273,0.432,28.931,7.81,0.00209737827715356,1,1,0.0477555555555556,7
7,2018-07-02,Lake Manawa Beach,0,7320000,26400,0,0,3.874,1.123,0.5,26.708,8.18,0.00360655737704918,1,NA,0.0477555555555556,7
5,2018-06-19,Lake of Three Fires Beach,16.987,757000,16800,0,0,9.001,1.056,0.583,7.706,9,0.0221928665785997,3,3,0.0134,6
4,2018-06-12,Lake of Three Fires Beach,11.04,1160000,15200,0,0,9.265,1.224,0.509,7.698,8.6,0.0131034482758621,3,3,0.0134,6
6,2018-06-26,Lake of Three Fires Beach,8.375,1970000,42500,0,0,7.973,1.288,0.283,7.961,8.5,0.0215736040609137,3,1,0.0134,6
3,2018-06-05,Lake of Three Fires Beach,4.237,1720000,52000,0,0,10.38,1.223,0.378,7.336,8.4,0.0302325581395349,1,1,0.0134,6
7,2018-07-02,Lake of Three Fires Beach,2.443,1430000,7460,0,0,9.221,1.133,0.552,5.143,8.8,0.00521678321678322,1,1,0.0483,7
10,2018-07-24,Lake of Three Fires Beach,1.612,4310000,9780,0,0,11.38,0.012,0.232,15.435,8.3,0.00226914153132251,1,1,0.0483,7
12,2018-08-07,Lake of Three Fires Beach,1.325,14900000,0,0,0,10.19,0.732,-0.232,6.343,9.1,0,1,1,0.0222222222222222,8
15,2018-08-27,Lake of Three Fires Beach,0.858,0,0,0,0,9.467,0.975,0.145,8.082,7.9,0.079521970688819,1,1,0.0222222222222222,8
13,2018-08-14,Lake of Three Fires Beach,0.803,8900000,8710,0,0,10.27,1.064,0.305,8.212,8.97,0.000978651685393259,1,1,0.0222222222222222,8
9,2018-07-17,Lake of Three Fires Beach,0.665,4450000,6940,0,0,4.117,1.45226039783002,0.142,5.83,8.76,0.00155955056179775,1,1,0.0483,7
14,2018-08-20,Lake of Three Fires Beach,0.653,2730000,60000,0,0,10.72,0.973,0.145,10.163,8.9,0.021978021978022,1,1,0.0222222222222222,8
2,2018-05-29,Lake of Three Fires Beach,0.42,2790000,22300,0,0,10.14,1.268,0.711,7.097,8.4,0.00799283154121864,1,1,0.0155,5
1,2018-05-22,Lake of Three Fires Beach,0.418,529000,1150,0,0,10.25,1.351,0.59,8.078,8.4,0.00217391304347826,1,1,0.0155,5
11,2018-07-31,Lake of Three Fires Beach,0.345,5450000,13400,0,0,9.965,0.116,0.252,1.6,8.7,0.00245871559633028,1,1,0.0483,7
8,2018-07-10,Lake of Three Fires Beach,0.257,1050000,1180,0,0,10.74,1.121,0.395,8.388,8.6,0.00112380952380952,1,NA,0.0483,7
10,2018-07-25,Lake Wapello Beach,0.84,805000,0,0,0,8.909,0.33,0.16,4.224,9.43,0,1,1,0.0345555555555556,7
9,2018-07-18,Lake Wapello Beach,0.805,2250000,0,0,0,6.44,1.07289330922242,0.17,3.157,7.8,0,1,1,0.0345555555555556,7
15,2018-08-27,Lake Wapello Beach,0.61,0,0,0,0,9.471,1.119,-0.155,20.652,8.6,0.000712680412597814,1,1,0.021,8
6,2018-06-27,Lake Wapello Beach,0.522,6100000,5410,0,0,20.87,1.176,0.372,3.183,8,0.000886885245901639,1,1,0.00133333333333333,6
3,2018-06-06,Lake Wapello Beach,0.465,4280000,358,0,0,25.4,1.747,0.112,3.453,8.18,8.36448598130841e-05,1,1,0.00133333333333333,6
13,2018-08-15,Lake Wapello Beach,0.46,3410000,7100,0,0,7.962,1.12,0.273,4.184,8.6,0.00208211143695015,1,1,0.021,8
12,2018-08-08,Lake Wapello Beach,0.46,41400000,291000,20700,0,7.707,0.757,-0.185,3.041,8.7,0.00702898550724638,1,1,0.021,8
5,2018-06-20,Lake Wapello Beach,0.42,6490000,1420,0,0,23.19,1.011,0.548,3.275,9,0.000218798151001541,1,1,0.00133333333333333,6
14,2018-08-20,Lake Wapello Beach,0.358,4080000,8340,0,0,9.958,0.985,0.164,5.502,8.4,0.00204411764705882,1,1,0.021,8
4,2018-06-13,Lake Wapello Beach,0.27,4900000,1680,0,0,6.356,1.419,0.372,3.766,7.76,0.000342857142857143,1,1,0.00133333333333333,6
2,2018-05-30,Lake Wapello Beach,0.243,544000,319,0,0,8.331,1.304,0.46,3.357,8.34,0.000586397058823529,1,1,5e-04,5
1,2018-05-23,Lake Wapello Beach,0.222,853000,427,0,0,7.566,1.175,0.46,3.739,8.4,0.000500586166471278,1,1,5e-04,5
11,2018-08-01,Lake Wapello Beach,0.203,2270000,2180,0,0,7.865,0.137,0.205,-1.806,8.7,0.000960352422907489,1,1,0.021,8
7,2018-07-03,Lake Wapello Beach,0.127,1470000,426,0,0,7.422,1.106,0.377,2.51,8.2,0.000289795918367347,1,1,0.0345555555555556,7
8,2018-07-11,Lake Wapello Beach,0,4550000,1230,0,0,7.625,1.219,0.556,-13.443,8.5,0.00027032967032967,1,NA,0.0345555555555556,7
2,2018-05-29,Lewis and Clark (Blue Lake) Beach,1.013,2120000,544,0,0,7.369,1.259,0.486,8.977,8.2,0.000256603773584906,1,1,0,5
10,2018-07-24,Lewis and Clark (Blue Lake) Beach,0.975,2e+06,0,0,0,8.352,0.023,0.193,13.131,8.2,0,1,1,0.0182444444444444,7
15,2018-08-28,Lewis and Clark (Blue Lake) Beach,0.825,288000,0,0,0,9.23,1.073,-0.115,9.482,8.38,0,1,1,0.027875,8
12,2018-08-07,Lewis and Clark (Blue Lake) Beach,0.822,9900000,14500,0,0,8.206,0.8,-0.238,7.505,8.74,0.00146464646464646,1,1,0.027875,8
13,2018-08-14,Lewis and Clark (Blue Lake) Beach,0.82,20600000,0,0,0,9.54,1.181,0.25,9.879,8.69,0,1,1,0.027875,8
9,2018-07-17,Lewis and Clark (Blue Lake) Beach,0.728,2210000,0,0,0,6.289,1.63607594936709,0.12,6.286,8.2,0,1,1,0.0182444444444444,7
14,2018-08-21,Lewis and Clark (Blue Lake) Beach,0.678,9440000,0,0,0,10.54,1.073,-0.11,10.442,8.48,0,1,1,0.027875,8
6,2018-06-26,Lewis and Clark (Blue Lake) Beach,0.587,3060000,503,0,0,5.754,1.082,0.388,9.16,8.3,0.00016437908496732,1,1,0.00266666666666667,6
3,2018-06-05,Lewis and Clark (Blue Lake) Beach,0.517,5140000,693,0,0,7.646,1.286,0.347,9.946,7.84,0.000134824902723735,1,1,0.00266666666666667,6
5,2018-06-19,Lewis and Clark (Blue Lake) Beach,0.36,3490000,456,0,0,6.19,0.949,0.458,9.896,8,0.000130659025787966,1,1,0.00266666666666667,6
7,2018-07-02,Lewis and Clark (Blue Lake) Beach,0.32,4070000,780,0,0,7.003,1.097,0.421,7.546,8.48,0.000191646191646192,1,1,0.0182444444444444,7
11,2018-07-31,Lewis and Clark (Blue Lake) Beach,0.315,3620000,233,0,0,4.714,0.271,0.255,5.293,8.7,6.43646408839779e-05,1,1,0.0182444444444444,7
1,2018-05-22,Lewis and Clark (Blue Lake) Beach,0.257,2e+06,347,0,0,7.573,1.339,0.506,9.729,8.3,0.0001735,1,1,0,5
4,2018-06-12,Lewis and Clark (Blue Lake) Beach,0.095,3220000,883,0,0,6.485,1.171,0.596,9.744,8.7,0.000274223602484472,1,1,0.00266666666666667,6
8,2018-07-10,Lewis and Clark (Blue Lake) Beach,0.083,3740000,891,0,0,7.403,1.128,0.506,8.804,8.14,0.000238235294117647,1,NA,0.0182444444444444,7
10,2018-07-25,Lower Pine Lake Beach,1.028,4440000,0,0,0,4.73,0.059,0.146,14.612,8.13,0,1,1,0.02487,7
5,2018-06-20,Lower Pine Lake Beach,0.897,2740000,3580,0,0,2.927,0.988,0.434,15.485,8.3,0.00130656934306569,1,1,0.654,6
15,2018-08-29,Lower Pine Lake Beach,0.835,0,0,0,0,3.988,1.071,0.137,13.595,8.5,0.0201771421750883,1,1,0.01575,8
1,2018-05-23,Lower Pine Lake Beach,0.66,1880000,2050,0,0,3.036,1.245,0.586,14.101,8.4,0.00109042553191489,1,1,0.0025,5
12,2018-08-08,Lower Pine Lake Beach,0.613,10900000,25200,0,0,4.168,0.873,0.309,9.668,8.4,0.00231192660550459,1,1,0.01575,8
6,2018-06-27,Lower Pine Lake Beach,0.575,1880000,2730,0,0,2.61,1.352,0.454,15.211,8,0.00145212765957447,1,1,0.654,6
14,2018-08-22,Lower Pine Lake Beach,0.545,27800000,19600,0,0,3.667,1.0365,0.249,15.584,8.15,0.000705035971223022,1,1,0.01575,8
13,2018-08-15,Lower Pine Lake Beach,0.442,8790000,19300,0,0,7.19,1.071,0.269,6.483,8.5,0.00219567690557452,1,1,0.01575,8
9,2018-07-18,Lower Pine Lake Beach,0.298,10200000,10700,0,0,3.554,0.899412296564195,0.193,14.384,9.2,0.00104901960784314,1,1,0.02487,7
11,2018-08-01,Lower Pine Lake Beach,0.295,5970000,9470,0,0,4.151,0.135,0.291,3.849,8.3,0.00158626465661642,1,1,0.01575,8
2,2018-05-30,Lower Pine Lake Beach,0.135,3090000,1620,0,0,3.408,1.424,0.447,14.303,8.7,0.000524271844660194,1,1,0.0025,5
4,2018-06-13,Lower Pine Lake Beach,0.03,5100000,3300,0,0,2.978,1.468,0.332,15.635,8.7,0.000647058823529412,1,1,0.654,6
3,2018-06-06,Lower Pine Lake Beach,0.026,4280000,1300,0,0,3.314,1.825,0.138,15.466,8.1,0.000303738317757009,1,1,0.654,6
8,2018-07-11,Lower Pine Lake Beach,0,3720000,8510,0,0,4.18,1.233,0.647,3.798,8.29,0.00228763440860215,1,1,0.02487,7
7,2018-07-03,Lower Pine Lake Beach,0,512000,1040,0,0,3.326,1.161,0.482,14.003,8.5,0.00203125,1,NA,0.02487,7
6,2018-06-27,McIntosh Woods Beach,14.993,2510000,183000,0,0,5.814,1.159,0.406,13.33,8.24888888888889,0.0729083665338645,3,1,0.007,6
5,2018-06-20,McIntosh Woods Beach,7.36,3330000,175000,0,0,6.629,1.003,0.433,13.272,8,0.0525525525525526,1,1,0.007,6
12,2018-08-08,McIntosh Woods Beach,6.148,5320000,8180,0,0,8.098,0.782,0.175,10.236,8.3,0.00153759398496241,1,1,0.012625,8
10,2018-07-25,McIntosh Woods Beach,5.122,2210000,66800,21800,0,9.279,0.052,0.149,12.196,8.15,0.0302262443438914,1,1,0.00964444444444444,7
14,2018-08-22,McIntosh Woods Beach,4.977,2070000,27400,0,0,9.24,1.112,0.155,15.423,8.1,0.0132367149758454,1,1,0.012625,8
7,2018-07-03,McIntosh Woods Beach,4.725,1600000,37500,0,0,7.676,1.17,0.56,12.633,8.7,0.0234375,1,1,0.00964444444444444,7
11,2018-08-01,McIntosh Woods Beach,4.617,4330000,81100,68000,0,8.375,0.18,0.151,3.49,8.5,0.018729792147806,1,1,0.012625,8
4,2018-06-13,McIntosh Woods Beach,4.485,1730000,83900,0,0,6.832,1.459,0.409,14.412,8.3,0.0484971098265896,1,1,0.007,6
